intensity;laneId;date;longitude;latitude;id;type;vehicleType;reversedLane
170;31450087;2023-04-01;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304010000;TrafficFlowObserved;bicycle;False
231;31450087;2023-04-02;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304020000;TrafficFlowObserved;bicycle;False
214;31450087;2023-04-03;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304030000;TrafficFlowObserved;bicycle;False
294;31450087;2023-04-04;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304040000;TrafficFlowObserved;bicycle;False
0;31450087;2023-04-05;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304050000;TrafficFlowObserved;bicycle;False
349;31450087;2023-04-06;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304060000;TrafficFlowObserved;bicycle;False
410;31450087;2023-04-07;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304070000;TrafficFlowObserved;bicycle;False
386;31450087;2023-04-08;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304080000;TrafficFlowObserved;bicycle;False
541;31450087;2023-04-09;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304090000;TrafficFlowObserved;bicycle;False
491;31450087;2023-04-10;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304100000;TrafficFlowObserved;bicycle;False
335;31450087;2023-04-11;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304110000;TrafficFlowObserved;bicycle;False
319;31450087;2023-04-12;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304120000;TrafficFlowObserved;bicycle;False
211;31450087;2023-04-13;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304130000;TrafficFlowObserved;bicycle;False
203;31450087;2023-04-14;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304140000;TrafficFlowObserved;bicycle;False
1;31450087;2023-04-15;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304150000;TrafficFlowObserved;bicycle;False
297;31450087;2023-04-16;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304160000;TrafficFlowObserved;bicycle;False
499;31450087;2023-04-17;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304170000;TrafficFlowObserved;bicycle;False
584;31450087;2023-04-18;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304180000;TrafficFlowObserved;bicycle;False
472;31450087;2023-04-19;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304190000;TrafficFlowObserved;bicycle;False
469;31450087;2023-04-20;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304200000;TrafficFlowObserved;bicycle;False
295;31450087;2023-04-21;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304210000;TrafficFlowObserved;bicycle;False
229;31450087;2023-04-22;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304220000;TrafficFlowObserved;bicycle;False
408;31450087;2023-04-23;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304230000;TrafficFlowObserved;bicycle;False
257;31450087;2023-04-24;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304240000;TrafficFlowObserved;bicycle;False
334;31450087;2023-04-25;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304250000;TrafficFlowObserved;bicycle;False
381;31450087;2023-04-26;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304260000;TrafficFlowObserved;bicycle;False
344;31450087;2023-04-27;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304270000;TrafficFlowObserved;bicycle;False
277;31450087;2023-04-28;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304280000;TrafficFlowObserved;bicycle;False
435;31450087;2023-04-29;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304290000;TrafficFlowObserved;bicycle;False
335;31450087;2023-04-30;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202304300000;TrafficFlowObserved;bicycle;False
522;31450087;2023-05-01;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202305010000;TrafficFlowObserved;bicycle;False
357;31450087;2023-05-02;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202305020000;TrafficFlowObserved;bicycle;False
357;31450087;2023-05-03;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202305030000;TrafficFlowObserved;bicycle;False
394;31450087;2023-05-04;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202305040000;TrafficFlowObserved;bicycle;False
378;31450087;2023-05-05;3.887153;43.539352;MMM_EcoCompt_X2H21070350_202305050000;TrafficFlowObserved;bicycle;False
