intensity;laneId;date;longitude;latitude;id;type;vehicleType;reversedLane
15.000000;755700690;2023-04-02;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304020000;TrafficFlowObserved;bicycle;False
74.000000;755700690;2023-04-03;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304030000;TrafficFlowObserved;bicycle;False
76.000000;755700690;2023-04-06;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304060000;TrafficFlowObserved;bicycle;False
67.000000;755700690;2023-04-07;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304070000;TrafficFlowObserved;bicycle;False
29.000000;755700690;2023-04-08;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304080000;TrafficFlowObserved;bicycle;False
28.000000;755700690;2023-04-09;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304090000;TrafficFlowObserved;bicycle;False
35.000000;755700690;2023-04-10;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304100000;TrafficFlowObserved;bicycle;False
67.000000;755700690;2023-04-11;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304110000;TrafficFlowObserved;bicycle;False
61.000000;755700690;2023-04-12;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304120000;TrafficFlowObserved;bicycle;False
69.000000;755700690;2023-04-13;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304130000;TrafficFlowObserved;bicycle;False
81.000000;755700690;2023-04-18;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304180000;TrafficFlowObserved;bicycle;False
76.000000;755700690;2023-04-19;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304190000;TrafficFlowObserved;bicycle;False
94.000000;755700690;2023-04-20;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304200000;TrafficFlowObserved;bicycle;False
43.000000;755700690;2023-04-23;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304230000;TrafficFlowObserved;bicycle;False
61.000000;755700690;2023-04-26;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304260000;TrafficFlowObserved;bicycle;False
20.000000;755700690;2023-04-29;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304290000;TrafficFlowObserved;bicycle;False
21.000000;755700690;2023-04-30;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202304300000;TrafficFlowObserved;bicycle;False
34.000000;755700690;2023-05-01;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305010000;TrafficFlowObserved;bicycle;False
43.000000;755700690;2023-05-02;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305020000;TrafficFlowObserved;bicycle;False
55.000000;755700690;2023-05-03;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305030000;TrafficFlowObserved;bicycle;False
53.000000;755700690;2023-05-04;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305040000;TrafficFlowObserved;bicycle;False
45.000000;755700690;2023-05-05;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305050000;TrafficFlowObserved;bicycle;False
18.000000;755700690;2023-05-06;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305060000;TrafficFlowObserved;bicycle;False
34.000000;755700690;2023-05-07;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305070000;TrafficFlowObserved;bicycle;False
33.000000;755700690;2023-05-08;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305080000;TrafficFlowObserved;bicycle;False
17.000000;755700690;2023-05-13;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305130000;TrafficFlowObserved;bicycle;False
35.000000;755700690;2023-05-14;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305140000;TrafficFlowObserved;bicycle;False
80.000000;755700690;2023-05-15;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305150000;TrafficFlowObserved;bicycle;False
75.000000;755700690;2023-05-16;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305160000;TrafficFlowObserved;bicycle;False
62.000000;755700690;2023-05-17;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305170000;TrafficFlowObserved;bicycle;False
30.000000;755700690;2023-05-18;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305180000;TrafficFlowObserved;bicycle;False
23.000000;755700690;2023-05-19;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305190000;TrafficFlowObserved;bicycle;False
24.000000;755700690;2023-05-20;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305200000;TrafficFlowObserved;bicycle;False
11.000000;755700690;2023-05-21;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305210000;TrafficFlowObserved;bicycle;False
75.000000;755700690;2023-05-22;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305220000;TrafficFlowObserved;bicycle;False
61.000000;755700690;2023-05-23;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305230000;TrafficFlowObserved;bicycle;False
79.000000;755700690;2023-05-24;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305240000;TrafficFlowObserved;bicycle;False
60.000000;755700690;2023-05-25;3.867914;43.671790;MMM_EcoCompt_X2H21070347_202305250000;TrafficFlowObserved;bicycle;False
