intensity;laneId;date;longitude;latitude;id;type;vehicleType;reversedLane
921;121403593;2023-04-01;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304010000;TrafficFlowObserved;bicycle;False
991;121403593;2023-04-02;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304020000;TrafficFlowObserved;bicycle;False
1824;121403593;2023-04-03;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304030000;TrafficFlowObserved;bicycle;False
2018;121403593;2023-04-04;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304040000;TrafficFlowObserved;bicycle;False
1995;121403593;2023-04-05;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304050000;TrafficFlowObserved;bicycle;False
1916;121403593;2023-04-06;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304060000;TrafficFlowObserved;bicycle;False
1710;121403593;2023-04-07;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304070000;TrafficFlowObserved;bicycle;False
1088;121403593;2023-04-08;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304080000;TrafficFlowObserved;bicycle;False
1084;121403593;2023-04-09;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304090000;TrafficFlowObserved;bicycle;False
1032;121403593;2023-04-10;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304100000;TrafficFlowObserved;bicycle;False
1851;121403593;2023-04-11;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304110000;TrafficFlowObserved;bicycle;False
1765;121403593;2023-04-12;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304120000;TrafficFlowObserved;bicycle;False
1841;121403593;2023-04-13;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304130000;TrafficFlowObserved;bicycle;False
1403;121403593;2023-04-14;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304140000;TrafficFlowObserved;bicycle;False
758;121403593;2023-04-15;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304150000;TrafficFlowObserved;bicycle;False
1118;121403593;2023-04-16;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304160000;TrafficFlowObserved;bicycle;False
1811;121403593;2023-04-17;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304170000;TrafficFlowObserved;bicycle;False
2102;121403593;2023-04-18;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304180000;TrafficFlowObserved;bicycle;False
2155;121403593;2023-04-19;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304190000;TrafficFlowObserved;bicycle;False
2113;121403593;2023-04-20;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304200000;TrafficFlowObserved;bicycle;False
1422;121403593;2023-04-21;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304210000;TrafficFlowObserved;bicycle;False
811;121403593;2023-04-22;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304220000;TrafficFlowObserved;bicycle;False
814;121403593;2023-04-23;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304230000;TrafficFlowObserved;bicycle;False
1504;121403593;2023-04-24;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304240000;TrafficFlowObserved;bicycle;False
1649;121403593;2023-04-25;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304250000;TrafficFlowObserved;bicycle;False
1691;121403593;2023-04-26;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304260000;TrafficFlowObserved;bicycle;False
1645;121403593;2023-04-27;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304270000;TrafficFlowObserved;bicycle;False
1518;121403593;2023-04-28;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304280000;TrafficFlowObserved;bicycle;False
945;121403593;2023-04-29;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304290000;TrafficFlowObserved;bicycle;False
813;121403593;2023-04-30;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202304300000;TrafficFlowObserved;bicycle;False
1293;121403593;2023-05-01;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202305010000;TrafficFlowObserved;bicycle;False
1604;121403593;2023-05-02;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202305020000;TrafficFlowObserved;bicycle;False
1730;121403593;2023-05-03;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202305030000;TrafficFlowObserved;bicycle;False
1791;121403593;2023-05-04;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202305040000;TrafficFlowObserved;bicycle;False
1558;121403593;2023-05-05;3.896940;43.609699;MMM_EcoCompt_X2H19070220_202305050000;TrafficFlowObserved;bicycle;False
