node,intensity
60735211,722.3563168321294
60735212,730.1113758006313
60735213,865.0525938134726
60735214,929.4273740595461
60735470,819.3160727683235
60735473,983.5726426053184
60735475,1272.3531524421526
60735477,1269.1664902060566
60871451,181.84539772110782
60939745,421.23694961804784
60939751,583.3392419082674
60939760,433.4908846613535
60939763,904.2752347526197
61095599,1530.2014106194483
61098447,1537.5848837099525
61098512,1534.5270016224422
61098514,1563.487420735634
61098549,1528.163058431763
61098780,1588.0932734836006
61714899,1497.3263017483628
61740531,1286.0779171735553
61741321,1486.5037417338838
61743699,1468.435378030215
61743701,1288.0477701655507
61748723,1508.0540894393303
61749014,1488.5549282904058
61749122,1519.7594574169993
61749170,1532.1360992069117
61749842,1462.4588412892408
61749861,1302.444094260562
61756735,1270.7501928111149
61756736,977.7855825765325
61756737,815.9135499681857
61756738,818.7941315710277
61756740,962.4656152161411
61789330,1050.4082168853647
61789331,1308.4491777000221
61789335,1314.8135607720374
61791880,726.0077984212149
61815430,432.2847668932226
61815434,695.0305326374854
61815435,431.21238854131485
61815438,432.94456098590666
61815442,426.70513993911817
61815443,427.75783200917004
61815461,435.5245487451697
61815474,438.29109222676556
61815543,437.7055316552828
61815556,432.3133802931484
61815557,431.48328908720424
61815558,430.86909543226267
61816358,996.1995148644461
61816359,1004.5276343530126
65377246,1114.1787113591067
65377257,1099.7423851847452
65377263,1096.840155863945
65377269,1091.9905007276986
65377271,1087.5350749802383
65377273,852.6554841119304
65377278,822.2303789780252
65407338,1074.395020695652
65413094,1085.5501417923049
65419472,603.7179929037836
65425754,1165.8548959731086
65435593,1070.4957364751735
65435616,388.33116275632136
65456314,1540.988123621706
65456315,1535.2383948951822
65456317,1511.0373638233139
65459079,1231.4274379558944
65459082,1422.4314255899808
65460438,601.6555200279535
65460442,1435.5997930198898
65460446,1435.3495070114113
65461513,1214.0402393420045
65461523,616.3038410935557
65461912,1211.1284355582216
65476209,374.4775418713515
65476223,400.07142798047335
65477749,376.5263670634758
65477755,380.0544797800917
65477756,381.72431059246156
65477765,389.5769320750258
65477766,390.91446720057814
65480113,396.05510917080164
65480132,394.57207035129073
65480133,394.8756205758261
65481248,390.53766337038314
65481255,397.17871010722877
65481259,594.3648610329299
65481828,397.3694607855567
65481829,397.50031151328994
65481834,398.28354430166615
65482173,576.981531418584
66322336,397.4832389960947
66325236,573.0472585511884
66325241,821.4071818771392
66325684,396.575765556391
66329761,379.50175779039375
66329776,364.19581992697067
66330424,384.64677685713616
66330426,384.5311831117176
66332412,619.3996968226131
66332418,582.4037982097303
66332738,612.5875234905604
66333109,594.3671702165043
66333110,599.6145170457951
66333817,1082.9700103054258
66333818,1082.284038350552
66335371,618.4880286227633
66336039,824.6898759661609
66336049,828.9286114334805
66341433,393.3311389970221
66341440,392.20268197623756
66342332,395.92342946533694
66343081,392.4567812667315
66344217,397.782350684986
66344221,396.4071157348561
66344536,396.43292824551327
66345822,396.7452405643967
66345824,396.17797344465964
66345834,394.7297263494533
66345999,394.9979484480095
66346000,395.09460184310655
66346056,396.25028145425426
66346057,396.0918934151576
66346233,393.2706124251721
66346517,396.0560439612392
66346519,395.76934250654836
66346650,396.1987353286874
66346836,395.3033779294214
66346837,395.2987094440791
66347104,392.6616624491484
66347107,393.9113431620131
66351267,395.8646835419778
66351270,395.416781390806
66352581,834.3351726847145
66352582,832.3661284059348
66355012,388.64984944262187
66355329,392.2854016306428
66355847,388.71704160229797
66435626,390.4541860574668
66435636,389.631865780863
66992120,829.2288728153828
67018977,822.0482940836299
67084840,855.2543358863132
67097667,397.87610773779556
67105313,1123.9886343172134
67106425,1117.1724185139274
67106779,1113.4609989194325
67106782,1126.2785447266297
67107583,1105.8201987124503
67108261,1091.9406864052805
67108868,1099.149135938305
67396833,387.6485462517471
67396847,390.6648874482881
67397721,387.5706752830545
67403330,389.9461989633268
67403334,390.23157863005815
67403342,382.28549042786716
67403594,387.15724469800364
67403599,385.4149945419614
67403922,389.1083228534557
67404040,390.54276318894256
67409961,366.29823731126805
67410232,380.90055079212937
67410236,379.0133191383892
67416215,385.5098958883339
67420255,1054.440709077256
67420263,1070.7289450892076
67420915,1060.437515351574
67420918,1059.8368748227845
67421515,586.027875990908
67422044,399.77128608479455
67422097,400.1871568000299
67422100,1193.042357285505
67422637,586.2605612123897
67422847,401.1943182812326
67422851,1199.8223632170645
67423272,1187.8059006503347
67423359,580.9531249371701
67424326,590.0747467484922
67424333,819.9082398970793
67438158,821.0141606941816
67446991,1083.9311977371751
67457978,400.84592600149676
67461888,396.895000776784
67461898,375.56843607888675
67472392,1123.392181440286
67472393,1120.5459785211524
67472471,1115.3248665624621
67474278,1083.8779552243066
69074849,397.31734884948906
69105637,396.71989820103676
69107249,395.24953242864484
69108620,395.2264192106066
69162770,394.2861896115002
69687670,434.11414291535544
69695036,244.71735487917636
69695038,228.35817854136394
69695044,178.23908666181114
69695045,176.81968944164342
70872845,577.8467971314097
70901955,577.5626110674781
70903987,576.4538601519473
70909845,605.6593829282563
70909846,607.1345510024967
70927128,393.96323286865766
70929994,392.06319650603655
70937692,1522.2052370423285
70937695,1332.8716673820006
70937697,411.76459812630526
70937698,406.663798922477
70942673,1539.1951440370558
70954681,397.3020540404132
70958209,1292.0973989508364
70966070,1568.6736123442884
70966073,1564.4736774669411
71235772,794.3889088853058
71239087,808.0382659081257
71247193,396.6350054766978
71247195,396.5454910937842
71247196,575.0384683142381
73105440,549.783324387684
73105455,551.6235805740888
73105463,551.3606160612281
73105498,530.4082883829753
73105507,508.075358703084
73105515,507.4817722767374
73105523,515.5594533490861
73105525,551.8386867172183
73105589,576.5689363888968
73105604,581.6878027183581
73105614,591.8139963698588
73105621,608.0984965638912
73105626,603.4581384211538
73105634,555.0167523193152
73105642,553.3601922472985
73105650,552.9861357921123
73105654,553.738557614631
73105659,554.9443825950966
73105684,496.6713186672507
73113149,504.5324651850676
73113150,494.58105713628504
73113164,526.0285453057652
73113190,530.0402997801776
73113249,446.252769245857
73113252,444.1157467663308
73118876,419.8952711194122
73118877,419.6173440563261
73118887,425.9891228880486
73118890,423.75295493914916
73222891,263.1357147522862
73222894,262.7780816090893
73229741,264.20828932309803
73229744,263.33454496898975
73229750,262.45431052173944
73229927,360.42445390466867
73230016,388.41476985627645
73230037,397.43304055568467
74926893,1073.7430442886096
74928929,1143.3449154257114
74928933,1215.6639628177788
74928936,1283.7044654996716
74928938,1359.2795751743722
74928939,1388.4840159746282
74928941,1433.8628909312108
74934972,1538.7853123063878
74938419,1547.740707101105
74940116,1550.6715052952168
75256794,399.725678895448
75265338,1078.3861790243507
75265345,1084.9356576820387
76466395,1536.5287492996556
76466396,1532.1074160885903
76466397,1518.5723259624997
76469678,408.1807430964151
76469679,409.6030967061409
76469681,1073.8732337977856
76469706,405.5366857896974
76469761,405.32943078778777
76470035,404.20564687187056
76470043,406.11861472310983
76470215,406.8235499225834
76470549,1072.397264461557
76470665,1070.900975954784
76470842,1065.4578401490012
76470915,1165.8527909065513
76470916,1161.0083022372903
76483309,1084.5280356104408
76483772,1062.1756498630343
76483805,1070.6279082733881
76484065,1068.3740460516285
76484070,1070.1231685218909
76484091,1095.9572902113052
76485013,1063.8501638406722
76870802,1090.3926396264842
76872736,1084.8810528084298
76963921,1062.8828599954747
77789749,436.2335366670425
77789752,436.3361859118602
77789754,436.57069414417737
77789757,775.0226917755791
77789762,753.2216673982218
77789765,767.6329610802804
77789771,958.9885198358428
77789773,1263.2338766220735
77789774,1263.2512958688537
77789776,1262.9559969979791
77789794,580.4956319057944
77789797,583.6053864722375
77789806,908.6056121312773
77789817,1256.936166774696
77789842,788.342694186977
77789867,797.6888894967865
77789870,804.0052828948084
78397949,1043.048575056068
79927238,1051.9501111134425
79927241,1050.384017747907
81906869,69.953312515328
81906877,90.87468906899802
81973259,164.77678909587277
81973262,165.64293533613227
82735257,724.539999091175
82735393,727.0271017136097
82735782,813.8525305947945
82736563,1317.3700486332052
82736564,1317.6254969182653
82737376,1266.1277186942445
82737378,1259.141272470521
82737379,1257.2570327140438
82737382,1242.4087979136614
82737384,1230.2506083230528
82739350,1442.8896891728407
82739370,1514.1892775273122
82739426,1528.3739582549215
82739674,1506.6048711243095
82740320,1159.4716774268632
82740321,1161.8566797109147
82740322,1164.2871270532683
82740323,1164.3862494890973
82740324,1162.347915833725
82740354,1030.9045946455578
82740431,995.2453904422043
82740433,979.2156280353179
82740434,964.4834400004764
82740638,918.7062393127509
82740861,1034.5305589450513
82740992,1125.6594435607224
82741079,1005.5057001729173
82741151,1124.798690371298
82741232,1015.9017803899885
83738799,594.1219685761585
83746077,1030.4206602302156
83746079,1031.6599968831913
83755670,1032.3128737383427
83756979,1058.7541476792812
83771496,399.66721514057286
84630913,1590.960456358643
86000100,385.592233064612
86000276,388.2073238785512
86000899,390.46913999119005
86000994,389.41338781310776
86000995,389.377566812234
86001076,392.40310061473394
86001097,388.2044955107114
86001098,390.37126613894014
86001127,389.9137167971058
86001333,391.76538204053537
86001336,392.6622826396114
86002190,393.2324511688975
86002287,391.1408262488641
86002766,390.55824666312236
86009515,374.45616027089727
86009947,374.6045643632969
86011317,371.36175572766945
86017463,401.6092823516719
88829246,1465.742928208856
88829510,1475.2193249153206
88829511,1466.9682496921403
88829867,1481.1058110787949
88830086,1492.8221706201907
88830087,1509.8952954632912
88831806,1542.7464523527087
88832269,1508.3537906859335
88832271,1529.2856550961708
88832272,1548.271126229352
88834983,1348.208668269659
88835179,1336.3819664895202
88835768,1315.0002889372927
88835769,1310.8003428073173
88836700,1292.3321845031712
88836703,1308.7377944581942
88836705,1382.2808339307694
88836706,1392.8892500162451
88836707,1409.066763476883
89150662,379.51403796702596
89182612,387.30493718449947
89182614,387.959198921921
89198396,384.4619104102655
89199222,395.03299742431125
89210260,384.9289063970021
89210862,384.41907711902167
89211048,385.17455588435996
89242277,392.9842223318614
89243486,387.0922215321597
89244216,388.9348379271833
89245065,389.18832070948696
89245066,389.87388050187934
89245810,389.6216252330077
89245812,389.769904215981
89469334,831.2044877136199
89469336,831.3549317696701
89469670,831.2055976864034
89470042,1074.3103911523442
89474352,1070.99622842654
89476691,1070.43779818659
89476693,1068.3291375839374
89479186,1090.5314703572888
89482763,389.9174518089137
89485126,388.9524552040044
89486237,388.7572257117941
89486239,389.0015625305116
89487489,389.6316703231644
90235008,369.26496745571995
90236641,374.45982753054153
90236650,352.9882754030861
90236766,362.4612729887278
90237090,386.4762049440219
90237233,380.2229269099332
90237235,379.4956420540435
90259562,395.3590449552532
90259570,379.6723242035484
90272085,1435.4489675698758
90272089,1242.8577763754392
90276874,398.6191258431152
90281966,397.65046666968806
90419388,1514.0961914616767
90419390,1503.392015514255
90428394,1325.7486145717244
90431942,1373.6938567701807
90431943,1390.1377566117324
90439684,1491.7416805421133
90448478,1543.091537911776
90449230,1495.7540015079212
90451397,1422.3093144350476
90451574,1400.5766662545589
90460502,1416.8178235207765
90466879,1278.7295700779357
90466880,1283.1413979568476
90466881,1285.5423864884872
91126113,1532.7372692488093
91128203,1280.064103742594
91129409,1287.6962684544421
91136097,1290.6118621115793
91136098,1290.6472496418503
91136545,1284.7742363845382
91137185,1276.5196542833842
91141266,1265.342188163634
91141425,1269.306549995427
91145614,1260.6370571280288
91148014,1294.404956118616
91148094,1254.4222528308485
91148745,1248.815231382029
91149735,1293.187356070686
91149872,1263.6821578484617
91149974,1258.1811102416068
91150810,1324.3974417793784
91150814,1349.4460045876297
91165589,1257.8709767020687
91165593,1254.898894086014
91166874,1255.4850913754128
91241552,1276.4878013629668
91241615,1362.3425558763674
91352206,1303.1981002218688
91352778,1300.5484409751841
91352940,1309.1548905074028
91354060,1309.8612616286086
91354063,1298.200682783927
91354065,1295.269244898917
91354191,1307.346852298871
91357175,1267.6755456804976
91357535,1270.4929927532075
91357537,1273.9031386201436
98261977,568.4105380153395
98261983,565.3472308822383
99974298,1111.8431411203103
99974302,1106.992379923946
100097840,157.7086803838605
100098334,104.65798393073628
103012673,384.4882964369121
103012676,394.1225729570417
104245670,379.5923528593654
104245693,380.74314223794937
104245737,380.2734116329798
104245745,380.1286785907381
104245756,380.5521116325855
104245759,380.69083931495965
104245760,380.4530380657408
104245865,379.4088175599266
104245868,378.98263703480865
104245876,378.98250538380904
104245952,379.51214898772247
104249589,378.15208281013724
104249592,378.4145642204476
104249638,378.0015412916403
104249653,377.6793560816368
104256830,378.06042829641575
104256844,378.9756056063081
104256901,378.6198484697229
104256902,378.6838530312
105925780,1097.378283069414
105926055,1099.4000999702512
105938964,1115.4545224828348
105941375,1147.2698889821177
105947927,1107.7160238183667
105954035,1115.3459110548833
105955532,1118.0225184811193
105955533,1122.7854017858015
105980141,1079.3897321471047
105982731,1049.5419074440556
105982734,1057.188699130978
105985214,1075.4532191698086
105985871,1083.0573507422503
105988457,1085.4636160359494
105991531,1051.3000326063225
105991542,1050.3820352389948
105991543,1057.645930448184
105996419,547.0465696214395
108276026,222.15712659103409
113289683,102.40126908150468
113289687,102.36190927809324
113289817,102.38964978657401
113289820,102.54636483524536
113292895,100.72178852794059
113292897,100.9209346110376
113293872,100.48047702249329
113293877,100.63499023314087
113300690,976.4811616784514
113301005,982.1940259907194
113301009,981.6278288306374
113301013,989.3213036577928
113301016,991.6232051697759
113301019,988.6174549620267
117977640,1107.4569986443819
117990387,1084.4661422389936
117990747,1096.5324091558564
117990748,1089.8487798989568
118005329,1075.5483581193357
118005331,1074.5254826569437
118005333,1081.0632869782335
118005334,1081.7509277309634
118006037,1080.4456849388966
118006824,1066.5897798707977
118015705,1071.6913751359502
118062981,1086.0262734177195
118066009,1069.9623180482183
119096538,1028.8789532970213
119096604,1024.0426134003012
119096642,1021.9945960906709
119096703,1017.9770598323407
119096947,1146.363629994079
119097149,1104.9815754480812
119097150,1090.3596389726602
119097458,1079.5192981043042
119098434,1051.8890622839888
119289537,961.7707787304821
119290333,939.9679641562068
119293712,1025.4802638282788
119297027,1016.2960151933313
119297442,1019.997997417679
119301159,1025.7150377903727
119301162,1037.8106169201515
119302098,956.024536983271
119302782,953.0921429090088
119307805,961.4210081595918
119308468,960.0861374273757
119311747,1031.2151248930143
119312859,1031.8279712200203
119312864,1030.883131149478
119549981,963.6816420952957
119551821,949.555288548177
123544256,137.42408041572696
123544316,142.9270460591889
123544326,138.21627605926838
123544419,143.7298380181905
123544420,146.0472851180459
123544568,136.52418496956753
123544569,136.15137302161904
123544573,129.6618819190898
123544575,127.16213630005745
123544579,123.82165921528212
123544580,121.96752713099542
123544583,119.50528173912424
123544658,118.17178028476565
123544708,124.19661127873874
123544831,131.00056062431014
123544902,131.6714843265786
123544903,131.38223597754958
123544912,120.58125748519807
123544983,116.57537241112905
123544987,122.2611182989695
123544989,127.93450375662796
123544990,130.41178919031955
123597853,395.90770451711455
123597864,396.3817789678811
123597867,395.5525659833033
123598611,395.71452856634653
123598615,395.35501461929863
123598616,395.52050957331227
123598622,396.09638588126575
123598623,396.0956126530084
123598742,396.2051505677262
123600335,395.88342371077744
123601124,395.6814598177517
123601428,395.39234354732304
123612844,146.77903767594327
123612846,147.0601050175958
123612849,148.10483247740834
123615317,146.88405902865605
123615326,147.76131220686764
123615328,149.40510886911275
123787494,958.1243544846711
123800211,1168.8565153577417
125263897,129.40601926741016
125263904,129.38110990241688
125264305,125.32983954002111
125264307,123.69737427100365
125265113,127.27954909108833
125265396,125.85776507014897
125265932,116.13835476977573
125266116,116.26954895646185
125266451,113.18263936839078
125266452,114.71537667357119
125266453,115.8622173120527
125266878,115.55460023090798
125269473,115.87101335411636
125269482,115.83859147760263
125269494,114.24054388129704
125269497,112.35510781785227
125269509,109.57078066376395
125269513,107.70085758886239
125269727,120.80294913996102
125270075,117.58701645661407
125270347,117.93822057107157
125270735,123.09336332955012
125270738,124.3308846869798
125271044,125.4474230819931
125272004,131.59481129564819
125272753,133.6716258156497
125273095,133.8640441224353
125273096,132.47027886333186
126608042,1128.2642472514324
126609246,1146.8645334115406
126609252,1101.6789321395036
126627123,1097.5833397786798
126627124,1106.3839044986382
126630489,1072.884517901629
126631362,1085.1798259281354
128335014,928.2729103300525
128348316,1075.8616415876925
128348479,1045.691482217236
128348480,1048.0219261797079
128350427,1056.503846327374
128353520,1114.844105235096
128353646,1108.3884670473326
129952816,1044.4281495423427
129952817,1047.1241777664843
129955468,1095.2956108168144
129969707,940.1657604754924
129995610,591.1267956521316
130221911,1479.7978113115962
130222028,1482.0903480986992
130222171,1050.5964280621065
130222173,408.5027267980889
130255544,1439.2909620981686
130255626,1115.3149033084708
130255627,1427.028770492756
130255629,1428.6475544111734
130255697,1106.4906874870437
130356969,1469.9152380313983
130380845,1020.701735763659
130383277,408.43842147571604
130384813,403.82986643853843
130391367,406.62728629110364
130392548,401.5164293107041
130448053,1482.5851916777951
130448977,1467.9578384354857
130448978,1262.2165949290927
130798451,1530.813292576757
130802928,1509.7525377089898
130804160,1517.468671143785
130827834,1463.096717270361
130828067,1485.7129445929602
130828074,1468.457522526638
130828575,1472.3643863575187
130828588,1450.2937676718925
130828945,1433.3599927884406
130844124,1266.774251768549
132781306,455.2974630904808
132782231,452.68156573319584
132783598,523.399653706138
132785037,1022.2893284916352
132785039,904.3947571807555
132785043,507.0238169064282
132785044,497.70044451518226
132785048,627.7606429602431
132785049,640.8287915714726
132786835,1747.1195414706615
132804864,1108.824655424972
132807746,1609.7672832694834
132809822,1482.1884209224759
132815439,1790.0159688051351
132815440,1798.0824532315432
132815453,1716.7755163391184
132819240,1742.466357508193
132819248,1575.7059697201048
132819571,1744.7325397900163
132904817,1145.229589819498
132905234,932.678193880253
132905235,1128.5518656812217
132905437,1159.5217894776779
132906338,996.3737732500919
132906733,1105.1003362694412
132907209,1102.5193659130382
140270798,404.6914171085071
140272114,404.761448843754
140276296,1474.9104526262274
140276947,1476.696693371934
142545295,438.7262734444026
142545300,429.9461770377532
142565560,428.8811588612817
144142006,446.04662207174306
144142493,413.2168504260246
144142688,437.2181604060321
146072584,1480.1466743782591
146072824,1286.5808791784277
146076964,1480.444723946559
147012630,1458.2392965055499
147012881,1478.7729701249943
147028390,413.2942386971397
147039688,425.5994519482539
147039877,427.08855988909573
147048381,1243.6289007803268
147049979,1264.3669384981526
148299617,1577.5899689812597
148539887,1536.2089939232142
148542819,1547.3498136200017
148547323,1541.6694669751641
148548531,1538.5548344519807
148549455,1516.3758224525031
148549460,1528.1941591095083
148552288,1557.8997093555975
148553264,1514.2671610026252
148554100,1539.267616894239
148560980,1529.8171344173861
148561380,1558.999418101202
148561392,1547.0763375998743
148572340,1527.4256861219033
148575321,1492.0621689742015
148575323,1490.7960151295792
148580364,1548.3423815276547
148600175,1193.0490346123288
148694907,1486.2545884971503
148694910,1478.2615289194969
148694943,409.511504284922
148694960,472.38539750246497
148710012,1501.1244485523769
148714428,1278.956874669454
151230302,1121.0532341835626
162652016,102.88866394665483
162660806,101.91999139389878
162662690,104.49913628658017
